Date,Open,High,Low,Close,Volume
2022-09-28,1876.65,1920.31,1883.01,1894.02,1840683
2022-09-29,1895.53,1928.53,1877.17,1908.96,4130400
2022-09-30,1912.85,1905.98,1886.1,1894.41,3354119
2022-10-03,1889.99,1880.53,1856.98,1872.57,3173705
2022-10-04,1851.61,1871.37,1868.34,1870.13,4097170
2022-10-05,1858.51,1853.07,1806.6,1841.87,3805610
2022-10-06,1832.26,1851.05,1800.33,1827.18,953222
2022-10-07,1808.39,1828.87,1780.87,1795.18,2588618
2022-10-10,1847.76,1881.65,1823.41,1849.43,3099327
2022-10-11,1851.54,1879.32,1840.39,1850.96,4900852
2022-10-12,1831.78,1861.08,1823.36,1832.19,3093157
2022-10-13,1844.77,1863.08,1805.63,1838.63,3297909
2022-10-14,1822.85,1845.64,1818.23,1836.08,3449311
2022-10-17,1813.35,1863.77,1812.58,1830.56,717314
2022-10-18,1840.95,1872.84,1824.74,1848.05,3135122
2022-10-19,1877.38,1890.69,1867.22,1869.73,3966032
2022-10-20,1844.41,1859.59,1849.07,1855.47,1248692
2022-10-21,1846.45,1856.52,1828.93,1840.07,2882962
2022-10-24,1850.27,1849.92,1822.57,1833.04,3966689
2022-10-25,1756.97,1801.99,1752.29,1771.36,2576775
2022-10-26,1738.05,1751.01,1729.33,1732.07,2114694
2022-10-27,1766.49,1781.93,1757.68,1768.48,1081904
2022-10-28,1826.56,1848.63,1803.38,1813.21,4965669
2022-10-31,1795.32,1810.99,1801.99,1806.99,3788210
2022-11-01,1830.25,1838.64,1796.76,1823.23,4381143
2022-11-02,1844.7,1833.85,1825.24,1832.31,3646779
2022-11-03,1936.56,1947.89,1888.6,1919.49,2445537
2022-11-04,1959.75,1988.44,1927.02,1952.59,2541381
2022-11-07,1949.32,1960.35,1923.53,1949.43,578116
2022-11-08,1926.79,1955.26,1921.43,1922.26,884370
2022-11-09,1890.91,1888.03,1871.67,1877.06,2522643
2022-11-10,1886.02,1917.67,1872.1,1883.36,3874659
2022-11-11,1845.18,1890.76,1852.5,1862.67,3952629
2022-11-14,1839.62,1853.26,1807.93,1823.9,1019385
2022-11-15,1813.69,1807.49,1804.93,1806.84,4028880
2022-11-16,1784.58,1812.54,1760.38,1778.3,2072138
2022-11-17,1814.05,1850.94,1801.82,1824.42,2517337
2022-11-18,1855.15,1860.54,1818.31,1849.27,2823724
2022-11-21,1845.67,1880.28,1841.69,1849.6,2728531
2022-11-22,1897.41,1902.34,1881.64,1891.69,2129753
2022-11-23,1879.54,1927.52,1871.12,1894.45,726256
2022-11-24,1876.6,1874.9,1834.22,1870.69,920539
2022-11-25,1933.62,1941.44,1908.34,1914.5,3873307
2022-11-28,1913.18,1951.5,1892.45,1930.62,1050242
2022-11-29,1919.53,1905.05,1890.11,1901.38,3997831
2022-11-30,1893.0,1905.71,1895.4,1896.53,3348439
2022-12-01,1886.23,1872.81,1851.29,1872.35,3022919
2022-12-02,1844.82,1851.66,1806.39,1834.46,2521835
2022-12-05,1863.17,1871.89,1849.7,1860.68,1299687
2022-12-06,1924.45,1938.24,1908.31,1915.32,4349091
2022-12-07,1890.32,1887.27,1859.1,1876.12,4031674
2022-12-08,1888.97,1903.95,1891.35,1892.6,2920872
2022-12-09,1868.29,1902.65,1839.22,1874.78,3427503
2022-12-12,1867.93,1863.48,1843.25,1861.69,850679
2022-12-13,1857.13,1879.1,1835.38,1845.77,2926105
2022-12-14,1832.11,1853.62,1817.54,1822.55,1604381
2022-12-15,1835.3,1848.8,1794.48,1824.43,2516328
2022-12-16,1800.05,1823.75,1795.16,1802.37,4932787
2022-12-19,1821.75,1842.55,1794.05,1810.24,770146
2022-12-20,1795.68,1816.13,1787.58,1809.42,4801828
2022-12-21,1805.08,1806.33,1772.16,1803.48,1044026
2022-12-22,1762.04,1788.15,1774.84,1779.63,4442863
2022-12-23,1758.64,1792.88,1735.08,1764.83,4808080
2022-12-26,1780.71,1786.72,1760.83,1785.48,4874798
2022-12-27,1795.74,1820.45,1773.93,1799.48,4972089
2022-12-28,1780.75,1809.13,1769.26,1773.82,1890254
2022-12-29,1773.04,1807.41,1765.37,1777.0,768449
2022-12-30,1795.84,1816.43,1790.37,1797.68,3350774
2023-01-02,1744.54,1755.98,1727.46,1753.75,4930675
2023-01-03,1764.15,1798.04,1755.36,1768.63,4675318
2023-01-04,1742.12,1772.65,1736.67,1751.67,1146275
2023-01-05,1752.16,1771.31,1761.34,1767.25,624591
2023-01-06,1751.28,1750.94,1744.38,1747.66,1139104
2023-01-09,1707.21,1732.44,1667.87,1701.49,3098133
2023-01-10,1664.92,1683.18,1650.12,1660.95,4961213
2023-01-11,1661.44,1690.23,1631.12,1662.65,3797154
2023-01-12,1665.63,1698.99,1654.58,1669.64,1834649
2023-01-13,1659.61,1666.48,1624.17,1647.64,1708468
2023-01-16,1664.64,1681.22,1640.93,1664.0,1660152
2023-01-17,1622.84,1637.5,1602.51,1623.52,4241104
2023-01-18,1607.01,1632.68,1610.11,1622.4,1483667
2023-01-19,1588.62,1607.53,1572.45,1593.68,3723253
2023-01-20,1574.86,1603.07,1570.2,1578.64,2865885
2023-01-23,1577.04,1599.26,1561.42,1580.24,1380096
2023-01-24,1562.94,1588.29,1531.36,1560.44,4090437
2023-01-25,1552.97,1565.69,1545.22,1551.93,2701340
2023-01-26,1579.41,1595.15,1553.5,1576.01,3214766
2023-01-27,1571.18,1582.63,1545.17,1562.9,3424537
2023-01-30,1593.0,1601.82,1573.13,1583.09,2092173
2023-01-31,1563.75,1578.84,1536.17,1556.96,2127059
2023-02-01,1584.15,1577.3,1540.23,1569.85,1574477
2023-02-02,1589.19,1621.09,1584.56,1604.65,1973300
2023-02-03,1537.3,1549.93,1544.99,1546.71,797584
2023-02-06,1513.73,1540.55,1517.84,1528.79,1905802
2023-02-07,1547.09,1557.58,1532.4,1542.54,1392015
2023-02-08,1550.56,1558.38,1527.0,1538.31,2983502
2023-02-09,1539.42,1576.78,1522.57,1547.36,2468067
2023-02-10,1546.97,1552.3,1516.03,1533.87,2151348
2023-02-13,1522.81,1559.17,1528.67,1536.32,3371259
2023-02-14,1546.52,1548.72,1505.64,1533.2,1354741
2023-02-15,1556.13,1580.55,1538.22,1560.76,3852214
2023-02-16,1554.71,1569.42,1544.52,1567.2,2523615
2023-02-17,1575.18,1583.65,1557.73,1575.63,3510087
2023-02-20,1558.77,1577.73,1565.77,1566.39,641449
2023-02-21,1548.75,1570.14,1526.43,1555.44,3175032
2023-02-22,1539.89,1547.26,1530.97,1545.85,4990224
2023-02-23,1564.92,1559.85,1529.96,1555.49,3518439
2023-02-24,1547.37,1554.72,1545.25,1546.16,2128662
2023-02-27,1547.5,1583.54,1525.81,1553.36,635370
2023-02-28,1606.5,1613.58,1583.84,1602.96,1356636
2023-03-01,1631.55,1640.19,1616.01,1624.53,3469791
2023-03-02,1609.74,1623.43,1607.53,1617.09,4532516
2023-03-03,1644.14,1667.11,1627.97,1646.99,3444236
2023-03-06,1625.05,1646.62,1616.03,1637.43,1416004
2023-03-07,1578.47,1595.18,1569.46,1588.6,2093786
2023-03-08,1570.9,1581.4,1542.2,1565.23,927244
2023-03-09,1512.67,1522.54,1498.17,1522.37,4055912
2023-03-10,1515.58,1515.05,1499.16,1514.82,1775393
2023-03-13,1522.04,1522.34,1493.53,1515.7,3014368
2023-03-14,1542.54,1555.9,1532.6,1554.76,2589319
2023-03-15,1564.97,1566.25,1552.14,1562.87,2709821
2023-03-16,1550.62,1568.77,1557.23,1558.21,1292330
2023-03-17,1592.8,1603.52,1565.68,1578.19,4974843
2023-03-20,1526.66,1544.63,1498.97,1527.16,2242955
2023-03-21,1542.41,1548.75,1504.69,1533.03,766150
2023-03-22,1552.89,1560.44,1549.82,1551.33,3286905
2023-03-23,1503.89,1546.03,1496.42,1517.75,2345964
2023-03-24,1548.59,1556.74,1516.43,1544.48,989415
2023-03-27,1566.83,1555.51,1540.36,1552.81,3544287
2023-03-28,1546.77,1562.68,1532.01,1543.63,4003548
2023-03-29,1568.77,1562.37,1547.86,1558.82,1146012
2023-03-30,1625.71,1624.45,1589.67,1613.31,2135765
2023-03-31,1609.4,1634.62,1586.33,1618.2,3085181
2023-04-03,1615.37,1653.14,1623.59,1624.73,2769798
2023-04-04,1617.63,1629.98,1589.87,1614.05,4681726
2023-04-05,1591.25,1616.48,1583.76,1594.09,3939289
2023-04-06,1625.52,1646.61,1605.08,1614.55,2505534
2023-04-07,1607.19,1598.62,1581.99,1594.43,632659
2023-04-10,1591.94,1605.39,1574.68,1596.62,3098475
2023-04-11,1577.36,1598.21,1562.58,1585.7,1139872
2023-04-12,1606.57,1611.09,1584.75,1597.61,4355798
2023-04-13,1598.88,1619.31,1601.81,1606.11,3459470
2023-04-14,1642.32,1661.41,1630.05,1631.79,1436320
2023-04-17,1617.37,1642.97,1590.87,1619.84,4386912
2023-04-18,1619.19,1633.4,1586.5,1613.78,4961902
2023-04-19,1577.87,1600.58,1588.98,1590.74,2147824
2023-04-20,1584.56,1606.68,1572.31,1580.64,1650997
2023-04-21,1588.56,1620.46,1586.37,1590.09,3883973
2023-04-24,1611.52,1635.15,1583.08,1608.73,4625903
2023-04-25,1576.57,1587.16,1574.02,1587.11,932829
2023-04-26,1616.05,1628.9,1598.82,1608.43,4911054
2023-04-27,1653.87,1643.64,1631.46,1641.96,4814896
2023-04-28,1643.31,1661.18,1633.11,1652.67,734000
2023-05-01,1686.62,1702.39,1666.89,1700.37,3377429
2023-05-02,1665.23,1701.55,1667.23,1681.25,822137
2023-05-03,1655.34,1673.32,1625.99,1650.65,3523504
2023-05-04,1611.11,1611.35,1589.99,1607.67,3105221
2023-05-05,1646.19,1657.28,1643.25,1644.65,4420367
2023-05-08,1652.46,1676.53,1641.4,1661.37,3863244
2023-05-09,1656.87,1672.75,1655.17,1660.49,2800269
2023-05-10,1671.13,1672.02,1640.91,1667.98,4931373
2023-05-11,1640.43,1654.29,1629.79,1640.54,1066510
2023-05-12,1718.97,1727.94,1701.58,1702.36,4481383
2023-05-15,1693.76,1708.59,1675.52,1706.17,1790894
2023-05-16,1716.16,1712.23,1675.58,1709.49,1208092
2023-05-17,1725.41,1740.99,1709.14,1728.72,1597996
2023-05-18,1739.26,1774.57,1710.15,1741.76,1099792
2023-05-19,1755.75,1771.52,1739.34,1748.14,2075326
2023-05-22,1734.71,1751.52,1725.11,1728.06,2868756
2023-05-23,1757.94,1753.44,1721.13,1740.84,4426690
2023-05-24,1777.91,1812.49,1764.66,1791.22,1168629
2023-05-25,1813.81,1828.66,1807.61,1828.29,2202457
2023-05-26,1881.47,1896.9,1862.71,1873.07,1671248
2023-05-29,1862.23,1893.28,1822.47,1859.32,4104886
2023-05-30,1824.19,1854.92,1817.42,1832.47,1883640
2023-05-31,1814.18,1861.54,1815.42,1829.57,1013953
2023-06-01,1816.47,1858.17,1818.38,1831.65,4738340
2023-06-02,1877.19,1867.0,1834.28,1862.51,1185503
2023-06-05,1805.18,1849.15,1805.98,1816.37,922641
2023-06-06,1852.51,1861.55,1825.3,1859.08,2423217
2023-06-07,1845.1,1875.05,1825.53,1855.24,837283
2023-06-08,1838.6,1849.19,1839.43,1843.95,2078232
2023-06-09,1801.07,1817.14,1807.22,1816.71,891180
2023-06-12,1773.38,1787.66,1737.73,1772.7,4199243
2023-06-13,1779.74,1805.86,1768.28,1795.27,2997934
2023-06-14,1808.58,1815.25,1769.53,1797.78,1078110
2023-06-15,1754.47,1784.22,1738.14,1763.86,4718346
2023-06-16,1731.82,1731.95,1704.4,1730.44,3210864
2023-06-19,1735.36,1726.51,1689.98,1722.27,4843699
2023-06-20,1771.79,1786.2,1747.34,1766.46,4210879
2023-06-21,1761.28,1772.2,1750.71,1760.12,3635609
2023-06-22,1715.35,1746.5,1707.86,1721.4,1435783
2023-06-23,1709.85,1737.96,1704.36,1715.58,2659932
2023-06-26,1714.88,1737.99,1677.68,1709.09,3406492
2023-06-27,1658.05,1664.56,1640.23,1641.82,2265520
2023-06-28,1646.29,1655.09,1635.68,1640.98,4034150
2023-06-29,1637.68,1657.81,1629.41,1635.79,2241888
2023-06-30,1661.09,1662.57,1647.61,1653.46,3746434
2023-07-03,1699.29,1710.89,1698.18,1700.47,622019
2023-07-04,1714.75,1757.27,1714.2,1729.97,2265317
2023-07-05,1725.67,1738.91,1695.95,1723.52,679001
2023-07-06,1711.18,1722.74,1682.66,1695.66,3392927
2023-07-07,1751.47,1791.92,1753.85,1762.92,3745988
2023-07-10,1771.73,1795.29,1755.77,1765.02,1184494
2023-07-11,1755.36,1798.29,1749.02,1765.92,3627022
2023-07-12,1767.08,1781.03,1732.91,1765.81,4348189
2023-07-13,1757.3,1782.89,1749.31,1771.59,1093731
2023-07-14,1766.53,1788.88,1765.49,1768.29,2916826
2023-07-17,1762.65,1766.69,1739.1,1753.67,4790447
2023-07-18,1734.56,1760.78,1723.8,1739.86,4363741
2023-07-19,1745.27,1764.08,1714.09,1739.53,644771
2023-07-20,1736.12,1749.68,1704.12,1725.92,1508923
2023-07-21,1722.67,1720.88,1704.5,1708.08,3498111
2023-07-24,1702.24,1717.03,1699.9,1711.32,2320908
2023-07-25,1701.87,1719.98,1698.05,1705.3,2217534
2023-07-26,1732.6,1749.71,1725.69,1744.73,611362
2023-07-27,1693.74,1707.08,1664.82,1677.22,4416533
2023-07-28,1719.98,1717.22,1679.78,1705.42,2536503
2023-07-31,1739.5,1743.48,1727.87,1738.11,4870602
2023-08-01,1696.93,1686.26,1666.11,1685.4,3180990
2023-08-02,1677.96,1698.92,1658.56,1677.26,2862854
2023-08-03,1672.56,1689.69,1656.74,1668.44,2909409
2023-08-04,1620.64,1645.2,1631.99,1634.07,3550999
2023-08-07,1623.85,1617.92,1585.36,1615.6,2239122
2023-08-08,1577.56,1602.41,1583.82,1589.39,3551622
2023-08-09,1642.85,1642.37,1609.11,1632.21,3286281
2023-08-10,1665.11,1678.19,1637.36,1655.77,1275292
2023-08-11,1695.21,1708.61,1655.14,1688.16,4427352
2023-08-14,1691.21,1719.5,1683.19,1707.05,2833647
2023-08-15,1672.28,1686.21,1662.19,1678.89,4223234
2023-08-16,1658.34,1699.16,1634.78,1666.23,2410217
2023-08-17,1674.31,1694.26,1661.92,1679.01,2100741
2023-08-18,1635.41,1671.71,1646.61,1649.01,689073
2023-08-21,1681.81,1671.93,1637.41,1667.24,859281
2023-08-22,1663.53,1677.88,1653.91,1661.74,3607548
2023-08-23,1646.48,1653.82,1633.39,1652.91,4914011
2023-08-24,1667.7,1688.03,1659.61,1671.14,2838401
2023-08-25,1681.04,1715.27,1657.92,1682.82,1585610
2023-08-28,1677.6,1687.1,1646.09,1674.23,4865693
2023-08-29,1704.64,1705.44,1675.5,1704.11,4358884
2023-08-30,1691.27,1678.24,1646.02,1677.2,1559165
2023-08-31,1693.18,1706.42,1665.7,1693.28,4433817
2023-09-01,1725.74,1714.39,1697.44,1708.92,4006172
2023-09-04,1713.48,1702.31,1697.49,1701.52,1325963
2023-09-05,1700.4,1736.24,1704.01,1710.37,1076515
2023-09-06,1693.54,1694.48,1668.51,1679.08,2862460
2023-09-07,1689.95,1712.87,1672.72,1703.02,4787382
2023-09-08,1709.61,1729.4,1674.67,1698.82,2550053
2023-09-11,1682.03,1689.98,1662.79,1686.06,1259401
2023-09-12,1726.26,1746.07,1687.61,1713.31,2485681
2023-09-13,1708.29,1706.46,1679.36,1695.81,3061913
2023-09-14,1671.02,1690.37,1645.43,1660.86,2319231
2023-09-15,1632.42,1642.58,1602.13,1623.01,4567784
2023-09-18,1631.93,1665.42,1617.16,1638.33,3835379
2023-09-19,1594.17,1639.28,1602.13,1607.64,2049317
2023-09-20,1647.82,1660.54,1644.06,1651.02,4762511
2023-09-21,1590.28,1631.5,1578.57,1600.73,1388698
2023-09-22,1648.88,1655.27,1639.65,1642.48,3986142
2023-09-25,1643.11,1660.89,1646.62,1648.18,2708578
2023-09-26,1661.95,1657.5,1624.12,1646.29,2059657
2023-09-27,1637.99,1651.07,1612.29,1633.38,2731946
2023-09-28,1654.28,1648.75,1627.43,1643.68,4380323
2023-09-29,1631.16,1661.44,1641.3,1643.24,1045726
2023-10-02,1683.27,1689.28,1667.04,1671.17,3180259
2023-10-03,1688.69,1700.05,1644.47,1674.53,942244
2023-10-04,1678.39,1706.81,1658.43,1678.82,990999
2023-10-05,1673.74,1684.9,1655.27,1670.19,3689189
2023-10-06,1678.1,1679.35,1652.67,1669.26,907407
2023-10-09,1666.58,1686.19,1650.44,1677.49,1371158
2023-10-10,1635.58,1641.87,1630.88,1635.5,1803306
2023-10-11,1599.98,1605.08,1592.87,1603.23,920602
2023-10-12,1610.22,1632.8,1616.43,1621.69,4332809
2023-10-13,1622.03,1635.13,1621.75,1626.34,2127650
2023-10-16,1608.34,1653.71,1614.18,1622.35,556635
2023-10-17,1607.89,1641.39,1605.07,1623.28,3362349
2023-10-18,1620.35,1643.6,1619.55,1632.26,2843136
2023-10-19,1634.58,1638.38,1592.38,1619.58,4922888
2023-10-20,1602.86,1605.73,1590.82,1601.27,4064360
2023-10-23,1621.43,1620.73,1580.09,1606.46,2220444
2023-10-24,1581.39,1603.36,1573.84,1583.53,585166
2023-10-25,1587.73,1609.31,1569.17,1593.73,2973006
2023-10-26,1554.2,1566.5,1526.58,1554.01,3943571
2023-10-27,1576.75,1610.04,1552.31,1578.66,4478966
2023-10-30,1577.83,1618.37,1558.63,1590.37,4364856
2023-10-31,1601.47,1616.88,1587.99,1596.97,797883
2023-11-01,1611.96,1639.63,1612.49,1621.17,4857356
2023-11-02,1666.66,1683.32,1646.55,1662.68,4652567
2023-11-03,1693.75,1695.48,1660.36,1688.68,1256079
2023-11-06,1631.74,1656.17,1613.06,1643.18,4133646
2023-11-07,1598.28,1613.7,1580.8,1612.43,1943401
2023-11-08,1606.83,1613.06,1571.2,1597.86,1115416
2023-11-09,1597.68,1616.34,1595.48,1598.97,4591373
2023-11-10,1597.68,1619.26,1587.47,1611.92,2758233
2023-11-13,1610.73,1625.69,1574.34,1594.94,3511165
2023-11-14,1585.75,1629.0,1571.27,1599.9,3232406
2023-11-15,1588.52,1605.2,1557.74,1582.35,1686430
2023-11-16,1583.54,1585.1,1553.29,1568.37,4655304
2023-11-17,1528.07,1562.81,1524.03,1536.08,4309395
2023-11-20,1504.57,1519.37,1492.54,1515.41,4407297
2023-11-21,1474.19,1508.93,1457.45,1485.44,3229737
2023-11-22,1458.53,1467.95,1446.46,1464.29,3159786
2023-11-23,1476.2,1511.71,1465.28,1488.07,1660714
2023-11-24,1473.11,1475.56,1444.56,1467.47,812916
2023-11-27,1513.66,1553.82,1525.8,1527.03,4635316
